customer_id,customer_name,country,fav_mpaa_rating,fav_film_ctgry,customer_tier,recency_segment,engagement_segment,total_payments,rev_per_rentals,avg_payment_amount,unique_films,films_per_month,customer_tenure_days,days_since_last_rental,total_rentals,categories_touched,top_rental_category,top_category_rentals,category_engagement_tier,is_champion,is_winback_vip,is_winback_growth,is_winback_reactivation,is_upsell_core,is_upsell_scale,is_engagement_growth,is_churn_watchlist,is_narrow_explorer,primary_segment,market_segment
4015,Jessica Stuart,China,PG-13,Drama,Low Value,Pre-Lapsed,Very Low Engagement,22.99,3.28,3.28,7,0.17,1209,166,7,4,Drama,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
3815,Angela Thomas,Japan,PG,Documentary,Low Value,Lapsed,Very Low Engagement,16.93,2.42,2.42,7,0.17,1233,610,7,6,Documentary,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4546,Wendy Ruiz,United States,G,Action,Low Value,Active,Very Low Engagement,17.08,2.44,2.44,7,0.17,1271,4,7,7,Action,1,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10221,Emily Smith,United States,PG-13,Comedy,Low Value,Lapsed,Very Low Engagement,14.95,2.99,2.99,5,0.17,870,368,5,5,Comedy,1,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
5326,Joann Berry,India,G,Comedy,Low Value,Pre-Lapsed,Very Low Engagement,19.85,3.31,3.31,6,0.17,1087,125,6,5,Comedy,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9750,Cynthia Evans,Mexico,R,Children,Low Value,Pre-Lapsed,Very Low Engagement,24.32,3.47,3.47,7,0.17,1201,134,7,5,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9072,Christopher Moon,Venezuela,R,Family,Low Value,Pre-Lapsed,Very Low Engagement,18.93,2.7,2.7,7,0.17,1266,93,7,6,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6247,Robert Davis,Morocco,R,Action,Low Value,Lapsed,Very Low Engagement,20.93,2.99,2.99,7,0.17,1260,320,7,7,Action,1,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3149,Oscar Gonzalez,Russian Federation,NC-17,Documentary,Low Value,Pre-Lapsed,Very Low Engagement,20.93,2.99,2.99,7,0.17,1263,109,7,6,Documentary,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
3167,Alicia Thompson,Nigeria,PG-13,Drama,Low Value,Pre-Lapsed,Very Low Engagement,10.93,1.56,1.56,7,0.17,1239,137,7,6,Drama,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7536,Jasmine Scott,India,R,Games,Low Value,Lapsed,Very Low Engagement,18.14,2.59,2.59,7,0.17,1269,189,7,6,Games,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6662,Alex Estrada,China,PG-13,Action,Low Value,Lapsed,Very Low Engagement,20.52,2.93,2.93,7,0.17,1262,182,7,7,Action,1,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2519,Randy Blevins,Turkey,NC-17,Action,Low Value,Pre-Lapsed,Very Low Engagement,21.58,3.6,3.6,6,0.17,1070,113,6,4,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7434,Diane Carroll,Japan,PG-13,Animation,Low Value,Pre-Lapsed,Very Low Engagement,18.74,3.12,3.12,6,0.18,1020,114,6,6,Animation,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7181,James Velasquez,Canada,PG,Comedy,Low Value,Lapsed,Very Low Engagement,19.27,3.21,3.21,6,0.18,980,770,6,5,Comedy,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4648,Eric Robinson,Brazil,R,Music,Low Value,Pre-Lapsed,Very Low Engagement,20.93,2.99,2.99,7,0.18,1170,128,7,6,Music,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
3285,Fernando Mcgrath,Philippines,PG,Animation,Low Value,Lapsed,Very Low Engagement,12.93,1.85,1.85,7,0.18,1180,186,7,7,Animation,1,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
7693,Tiffany Esparza,Russian Federation,G,Foreign,Low Value,Lapsed,Very Low Engagement,25.05,3.58,3.58,7,0.18,1162,253,7,5,Foreign,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
9402,Elizabeth Payne,South Korea,PG,Foreign,Low Value,Active,Very Low Engagement,27.21,3.89,3.89,7,0.18,1157,14,7,6,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6633,Alexander Owen,Sri Lanka,PG,Games,Low Value,Pre-Lapsed,Very Low Engagement,21.37,3.05,3.05,7,0.18,1197,62,7,6,Games,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
10015,Kimberly Buckley,Holy See (Vatican City State),NC-17,Sports,Low Value,Pre-Lapsed,Very Low Engagement,17.94,2.56,2.56,7,0.18,1172,120,7,5,Sports,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7023,David Smith,India,PG,Action,Low Value,Lapsed,Very Low Engagement,16.93,2.42,2.42,7,0.18,1160,409,7,6,Action,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4999,Phillip Johnson,China,G,Sports,Low Value,Lapsed,Very Low Engagement,20.46,2.92,2.92,7,0.18,1176,292,7,6,Sports,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2682,Robin Garcia,Peru,R,Documentary,Low Value,Lapsed,Very Low Engagement,36.91,4.1,4.1,7,0.18,1172,236,9,6,Documentary,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3702,Susan Curtis,China,PG-13,Travel,Low Value,Lapsed,Very Low Engagement,19.92,2.49,2.49,7,0.18,1161,282,8,7,Travel,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2608,Lisa Frank,Mexico,G,Comedy,Low Value,Lapsed,Very Low Engagement,24.93,3.56,3.56,7,0.18,1172,324,7,6,Comedy,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6984,James Green,Venezuela,PG-13,Family,Low Value,Pre-Lapsed,Very Low Engagement,14.93,2.13,2.13,7,0.18,1144,123,7,5,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7266,Melissa Garcia,France,R,Music,Low Value,Pre-Lapsed,Very Low Engagement,27.9,3.1,3.1,8,0.19,1236,85,9,5,Music,3,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
4456,Mary Franco,United States,G,Action,Low Value,Lapsed,Very Low Engagement,19.92,2.49,2.49,8,0.19,1271,282,8,8,Action,1,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8028,Wayne Ellis,Iraq,PG,Classics,Low Value,Active,Very Low Engagement,15.94,2.66,2.66,6,0.19,963,22,6,6,Classics,1,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
3290,Marilyn Lucas,Finland,R,Sci-Fi,Low Value,Lapsed,Very Low Engagement,23.19,2.9,2.9,8,0.19,1275,297,8,6,Sci-Fi,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8295,Samantha Powell,Germany,R,Foreign,Low Value,Active,Very Low Engagement,26.94,3.37,3.37,8,0.19,1238,53,8,6,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10533,Eric Scott,Faroe Islands,PG,Documentary,Low Value,Pre-Lapsed,Very Low Engagement,22.71,2.84,2.84,8,0.19,1255,104,8,7,Documentary,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8531,Casey Johnson,United States,NC-17,Music,Low Value,Pre-Lapsed,Very Low Engagement,23.92,2.99,2.99,8,0.19,1260,139,8,7,Music,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
2945,Jackie Brown,China,G,Classics,Low Value,Lapsed,Very Low Engagement,23.92,2.99,2.99,8,0.19,1271,184,8,5,Classics,3,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8852,Ryan Chambers,"Congo, The Democratic Republic of the",PG-13,Games,Low Value,Active,Very Low Engagement,26.97,3.85,3.85,7,0.19,1113,26,7,6,Games,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
8867,Eric Cook,China,NC-17,Animation,Low Value,Lapsed,Very Low Engagement,26.93,3.85,3.85,7,0.19,1114,330,7,6,Animation,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8300,Theresa Howard,India,G,Classics,Low Value,Lapsed,Very Low Engagement,14.93,2.13,2.13,7,0.19,1123,189,7,6,Classics,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4453,Anthony Bryan,Pakistan,G,Animation,Low Value,Lapsed,Very Low Engagement,20.39,2.55,2.55,8,0.19,1270,239,8,7,Animation,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2599,Michelle Jones,United States,G,Action,Low Value,Active,Very Low Engagement,26.83,3.35,3.35,8,0.19,1238,7,8,7,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1570,Carol Johnson,Philippines,PG,Children,Low Value,Pre-Lapsed,Very Low Engagement,18.6,2.66,2.66,7,0.19,1087,147,7,7,Children,1,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8039,Jessica Cox,Poland,NC-17,Games,Low Value,Pre-Lapsed,Very Low Engagement,14.93,2.13,2.13,7,0.19,1091,163,7,6,Games,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5981,Ruben Davis,Venezuela,PG-13,Family,Low Value,Pre-Lapsed,Very Low Engagement,18.91,2.1,2.1,8,0.19,1249,106,9,7,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9733,Michael Vaughn,Russian Federation,G,Action,Low Value,Pre-Lapsed,Very Low Engagement,20.93,2.99,2.99,7,0.19,1113,73,7,7,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6652,Melissa George,Colombia,PG,Comedy,Low Value,Active,Very Low Engagement,18.93,2.7,2.7,7,0.19,1104,43,7,5,Comedy,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1122,Aaron Galloway,China,PG-13,Drama,Low Value,Active,Very Low Engagement,21.92,2.74,2.74,8,0.19,1237,11,8,6,Drama,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5314,Haley Robinson,Poland,G,Documentary,Low Value,Lapsed,Very Low Engagement,19.85,2.48,2.48,8,0.19,1231,337,8,6,Documentary,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6948,Nathan Romero,Kazakstan,R,Comedy,Low Value,Active,Very Low Engagement,32.75,4.09,4.09,8,0.19,1236,10,8,5,Comedy,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
2860,Cheryl Davila,United Arab Emirates,PG-13,Horror,Low Value,Active,Very Low Engagement,32.3,4.04,4.04,8,0.19,1272,34,8,6,Horror,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6129,Jessica Wood,India,NC-17,Action,Low Value,Pre-Lapsed,Very Low Engagement,22.93,3.28,3.28,7,0.19,1093,159,7,7,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5250,Kelly Perkins,Taiwan,R,Games,Low Value,Lapsed,Very Low Engagement,31.92,3.99,3.99,8,0.19,1253,275,8,7,Games,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2169,Melissa Williams,Japan,R,Sports,Low Value,Lapsed,Very Low Engagement,19.92,2.49,2.49,8,0.19,1274,565,8,7,Sports,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
8726,Mark Brown,Russian Federation,PG,Drama,Low Value,Pre-Lapsed,Very Low Engagement,20.47,2.92,2.92,7,0.19,1085,69,7,6,Drama,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5676,Nicole Lara,Bulgaria,PG-13,Classics,Low Value,Pre-Lapsed,Very Low Engagement,19.92,2.49,2.49,8,0.19,1234,145,8,6,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8043,William Travis,Anguilla,NC-17,Foreign,Low Value,Lapsed,Very Low Engagement,30.81,3.42,3.42,8,0.19,1270,324,9,5,Foreign,4,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
7968,Heather Johnson,China,G,Animation,Low Value,Lapsed,Very Low Engagement,15.92,1.99,1.99,8,0.19,1269,307,8,6,Animation,3,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
10286,Jennifer Rivas,India,NC-17,Action,Low Value,Pre-Lapsed,Very Low Engagement,27.92,3.49,3.49,8,0.19,1270,152,8,8,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
5076,Bryan Green,Malawi,R,Sports,Low Value,Active,Very Low Engagement,29.92,3.74,3.74,8,0.19,1276,35,8,7,Sports,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5251,Melissa Brown,Ecuador,G,Family,Low Value,Pre-Lapsed,Very Low Engagement,29.68,3.71,3.71,8,0.2,1221,130,8,7,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
9843,Jodi Bernard,China,PG,Children,Low Value,Pre-Lapsed,Very Low Engagement,23.73,2.64,2.64,8,0.2,1193,174,9,7,Children,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
925,Matthew Miller,Poland,G,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,19.92,2.49,2.49,8,0.2,1217,123,8,7,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8375,Erica Wilkins,Russian Federation,R,Action,Low Value,Pre-Lapsed,Very Low Engagement,12.95,2.59,2.59,5,0.2,752,100,5,5,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7962,Eric Prince,South Africa,PG-13,Horror,Low Value,Lapsed,Very Low Engagement,24.28,3.04,3.04,8,0.2,1192,283,8,7,Horror,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
6955,Curtis Harvey,Saudi Arabia,PG-13,Action,Low Value,Active,Very Low Engagement,20.93,2.99,2.99,7,0.2,1076,37,7,7,Action,1,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5913,Ryan Tran,Nigeria,PG-13,Classics,Low Value,Active,Very Low Engagement,21.9,3.13,3.13,7,0.2,1053,16,7,7,Classics,1,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
9365,Thomas Holden,Brazil,PG-13,Drama,Low Value,Pre-Lapsed,Very Low Engagement,21.92,2.74,2.74,8,0.2,1186,71,8,7,Drama,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
6420,Sara Petersen,Indonesia,G,Documentary,Low Value,Lapsed,Very Low Engagement,23.54,2.94,2.94,8,0.2,1210,369,8,6,Documentary,3,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
2570,Carol Johnson,Philippines,PG,Children,Low Value,Active,Very Low Engagement,20.47,2.92,2.92,7,0.2,1066,52,7,7,Children,1,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4229,Tyler Ashley,India,PG-13,Games,Low Value,Active,Very Low Engagement,20.91,2.32,2.32,8,0.2,1208,2,9,6,Games,4,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4982,Daniel Hale,Colombia,PG,Sports,Low Value,Lapsed,Very Low Engagement,21.92,2.74,2.74,8,0.2,1213,236,8,7,Sports,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
1334,Ryan Bernard,Russian Federation,PG-13,Children,Low Value,Lapsed,Very Low Engagement,30.55,3.82,3.82,8,0.2,1213,604,8,5,Children,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
3370,Rachel Harris,Brazil,G,Sports,Low Value,Pre-Lapsed,Very Low Engagement,27.46,3.43,3.43,8,0.2,1205,61,8,7,Sports,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
8732,Michael King,United States,PG-13,Children,Low Value,Active,Very Low Engagement,30.19,3.77,3.77,8,0.2,1191,57,8,6,Children,3,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6627,Sharon Wade,India,PG-13,Action,Low Value,Lapsed,Very Low Engagement,28.34,3.54,3.54,8,0.2,1227,204,8,8,Action,1,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
7003,Debbie Valencia,Japan,R,Horror,Low Value,Lapsed,Very Low Engagement,26.97,3.37,3.37,8,0.2,1207,272,8,7,Horror,2,Low Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
7111,Mike Harrison,Argentina,G,Family,Low Value,Pre-Lapsed,Very Low Engagement,30.54,3.82,3.82,8,0.2,1214,87,8,7,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7060,Melanie Smith,Chile,G,Sci-Fi,Low Value,Pre-Lapsed,Very Low Engagement,23.92,2.99,2.99,8,0.2,1208,135,8,6,Sci-Fi,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7755,Vincent Farmer,Ukraine,G,Action,Low Value,Active,Very Low Engagement,24.93,3.56,3.56,7,0.2,1041,2,7,5,Action,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
10520,Melanie Smith,Poland,G,Animation,Low Value,Lapsed,Very Low Engagement,22.91,2.55,2.55,8,0.2,1216,334,9,6,Animation,2,High Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
4978,Jennifer Perkins,India,NC-17,New,Low Value,Lapsed,Very Low Engagement,26.08,3.73,3.73,7,0.2,1046,493,7,6,New,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
5875,Hunter Brown,Germany,PG,Classics,Low Value,Active,Very Low Engagement,21.92,2.74,2.74,8,0.2,1185,8,8,7,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
4326,Edward Flores,Argentina,NC-17,Sci-Fi,Low Value,Active,Very Low Engagement,25.92,3.24,3.24,8,0.2,1214,56,8,7,Sci-Fi,2,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
3122,Kimberly George,China,R,Action,Low Value,Pre-Lapsed,Very Low Engagement,25.94,4.32,4.32,6,0.2,903,146,6,6,Action,1,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7470,William Acosta,Tanzania,PG-13,Animation,Low Value,Active,Very Low Engagement,38.12,4.77,4.77,8,0.2,1172,29,8,4,Animation,3,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
1925,Matthew Miller,Poland,G,Foreign,Low Value,Pre-Lapsed,Very Low Engagement,24.59,3.07,3.07,8,0.2,1176,71,8,7,Foreign,2,Medium Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
7139,Victoria Ross,Taiwan,PG,Music,Low Value,Pre-Lapsed,Very Low Engagement,15.47,1.93,1.93,8,0.2,1185,159,8,7,Music,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
3490,Angelica Walton,United States,NC-17,Classics,Low Value,Pre-Lapsed,Very Low Engagement,37.9,3.79,3.79,9,0.21,1262,77,10,8,Classics,2,Low Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1628,Rebekah Evans,Taiwan,NC-17,Action,Low Value,Active,Very Low Engagement,30.7,3.84,3.84,8,0.21,1132,5,8,8,Action,1,High Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
3570,David Smith,Brazil,G,Children,Low Value,Active,Very Low Engagement,20.68,2.59,2.59,8,0.21,1119,29,8,5,Children,2,Low Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
6287,Mark Taylor,China,PG,Sports,Low Value,Pre-Lapsed,Very Low Engagement,22.37,2.49,2.49,9,0.21,1277,98,9,7,Sports,3,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
4819,Sara Frazier,Colombia,NC-17,Foreign,Low Value,Lapsed,Very Low Engagement,32.91,3.66,3.66,9,0.21,1270,344,9,7,Foreign,2,Medium Engagement Category,False,False,False,True,False,False,True,False,True,Win-Back Reactivation,Win-Back
9498,Brandy Reed,China,R,Documentary,Low Value,Active,Very Low Engagement,28.91,3.21,3.21,9,0.21,1258,51,9,6,Documentary,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
8223,Scott Jones,Romania,G,Family,Low Value,Active,Very Low Engagement,15.92,1.99,1.99,8,0.21,1122,56,8,7,Family,2,Medium Engagement Category,False,False,False,False,False,False,True,False,True,Engagement Growth,Growth
5671,Susan Hart,Italy,PG,Action,Low Value,Pre-Lapsed,Very Low Engagement,21.92,2.74,2.74,8,0.21,1161,77,8,5,Action,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
1423,Julia Kennedy,Argentina,PG-13,Drama,Low Value,Pre-Lapsed,Very Low Engagement,32.84,3.28,3.28,9,0.21,1261,113,10,7,Drama,2,High Engagement Category,False,False,False,False,False,False,True,True,True,Engagement Growth,Growth
