customer_id,customer_name,email,active,store,city,country,total_revenue,total_rentals,avg_payment_amount,most_recent_rental_date,customer_tier
470,Gordon Allard,gordon.allard@sakilacustomer.org,1,"Lethbridge, Canada",Hodeida,Yemen,157.69,32,5.09,2005-08-21,High Value
373,Louis Leone,louis.leone@sakilacustomer.org,1,"Lethbridge, Canada",Tanauan,Philippines,156.66,35,4.61,2006-02-14,High Value
468,Tim Cary,tim.cary@sakilacustomer.org,1,"Lethbridge, Canada",Bijapur,India,154.66,39,4.55,2005-08-23,High Value
259,Lena Jensen,lena.jensen@sakilacustomer.org,1,"Woodridge, Australia",Halisahar,India,152.71,32,5.27,2005-08-23,High Value
462,Warren Sherrod,warren.sherrod@sakilacustomer.org,1,"Woodridge, Australia",Usolje-Sibirskoje,Russian Federation,152.69,33,4.93,2005-08-23,High Value
372,Steve Mackenzie,steve.mackenzie@sakilacustomer.org,1,"Woodridge, Australia",Probolinggo,Indonesia,152.68,34,4.77,2005-08-23,High Value
187,Brittany Riley,brittany.riley@sakilacustomer.org,1,"Woodridge, Australia",Sumy,Ukraine,151.73,28,5.62,2005-08-23,High Value
550,Guy Brownlee,guy.brownlee@sakilacustomer.org,1,"Woodridge, Australia",Zhoushan,China,151.69,32,4.89,2006-02-14,High Value
176,June Carroll,june.carroll@sakilacustomer.org,1,"Lethbridge, Canada",Skikda,Algeria,151.68,37,4.74,2005-08-23,High Value
532,Neil Renner,neil.renner@sakilacustomer.org,1,"Woodridge, Australia",Cam Ranh,Vietnam,149.69,32,4.83,2006-02-14,High Value
75,Tammy Sanders,tammy.sanders@sakilacustomer.org,1,"Woodridge, Australia",Changhwa,Taiwan,149.61,41,3.84,2006-02-14,High Value
209,Tonya Chapman,tonya.chapman@sakilacustomer.org,1,"Woodridge, Australia",Bhilwara,India,147.71,32,5.09,2005-08-23,High Value
86,Jacqueline Long,jacqueline.long@sakilacustomer.org,1,"Woodridge, Australia",Songkhla,Thailand,146.68,33,4.58,2005-08-23,High Value
26,Jessica Hall,jessica.hall@sakilacustomer.org,1,"Woodridge, Australia",Citt del Vaticano,Holy See (Vatican City State),146.68,34,4.58,2005-08-23,High Value
21,Michelle Clark,michelle.clark@sakilacustomer.org,1,"Lethbridge, Canada",Tangail,Bangladesh,146.68,35,4.58,2006-02-14,High Value
211,Stacey Montgomery,stacey.montgomery@sakilacustomer.org,1,"Lethbridge, Canada",Fuyu,China,146.67,34,4.44,2006-02-14,High Value
346,Arthur Simpkins,arthur.simpkins@sakilacustomer.org,1,"Lethbridge, Canada",Maikop,Russian Federation,145.7,32,4.86,2005-08-23,High Value
366,Brandon Huey,brandon.huey@sakilacustomer.org,1,"Lethbridge, Canada",Balikesir,Turkey,145.64,37,4.05,2006-02-14,High Value
50,Diane Collins,diane.collins@sakilacustomer.org,1,"Lethbridge, Canada",Omdurman,Sudan,144.7,35,4.82,2005-08-23,High Value
360,Ralph Madrigal,ralph.madrigal@sakilacustomer.org,1,"Woodridge, Australia",Arecibo,Puerto Rico,144.68,34,4.52,2005-08-22,High Value
348,Roger Quintanilla,roger.quintanilla@sakilacustomer.org,1,"Woodridge, Australia",Hsichuh,Taiwan,144.66,36,4.25,2005-08-23,High Value
513,Duane Tubbs,duane.tubbs@sakilacustomer.org,1,"Woodridge, Australia",Yangor,Nauru,143.7,31,4.79,2005-08-23,High Value
454,Alex Gresham,alex.gresham@sakilacustomer.org,1,"Woodridge, Australia",Uruapan,Mexico,143.68,33,4.49,2005-08-23,High Value
347,Ryan Salisbury,ryan.salisbury@sakilacustomer.org,1,"Woodridge, Australia",Daugavpils,Latvia,142.7,30,4.76,2005-08-23,High Value
390,Shawn Heaton,shawn.heaton@sakilacustomer.org,1,"Lethbridge, Canada",Nakhon Sawan,Thailand,142.69,33,4.6,2005-08-22,High Value
267,Margie Wade,margie.wade@sakilacustomer.org,1,"Lethbridge, Canada",Lengshuijiang,China,142.67,36,4.32,2006-02-14,High Value
257,Marsha Douglas,marsha.douglas@sakilacustomer.org,1,"Woodridge, Australia",Beira,Mozambique,142.66,37,4.2,2005-08-23,High Value
39,Debra Nelson,debra.nelson@sakilacustomer.org,1,"Lethbridge, Canada",Vila Velha,Brazil,141.71,29,4.89,2005-08-22,High Value
78,Lori Wood,lori.wood@sakilacustomer.org,1,"Lethbridge, Canada",Rae Bareli,India,141.69,31,4.57,2005-08-23,High Value
362,Nicholas Barfield,nicholas.barfield@sakilacustomer.org,1,"Lethbridge, Canada",Belm,Brazil,140.69,32,4.54,2005-08-22,High Value
363,Roy Whiting,roy.whiting@sakilacustomer.org,1,"Woodridge, Australia",Nyeri,Kenya,139.72,29,4.99,2005-08-22,High Value
368,Harry Arce,harry.arce@sakilacustomer.org,0,"Lethbridge, Canada",Najafabad,Iran,139.69,35,4.51,2005-08-23,High Value
119,Sherry Marshall,sherry.marshall@sakilacustomer.org,1,"Lethbridge, Canada",Shubra al-Khayma,Egypt,139.69,34,4.51,2005-08-23,High Value
66,Janice Ward,janice.ward@sakilacustomer.org,1,"Woodridge, Australia",Malm,Sweden,139.67,34,4.23,2005-08-23,High Value
237,Tanya Gilbert,tanya.gilbert@sakilacustomer.org,1,"Lethbridge, Canada",Naju,South Korea,138.69,33,4.47,2005-08-23,High Value
29,Angela Hernandez,angela.hernandez@sakilacustomer.org,1,"Woodridge, Australia",Shimonoseki,Japan,138.65,36,3.96,2006-02-14,High Value
87,Wanda Patterson,wanda.patterson@sakilacustomer.org,1,"Lethbridge, Canada",Sincelejo,Colombia,137.72,30,4.92,2006-02-14,High Value
80,Marilyn Ross,marilyn.ross@sakilacustomer.org,1,"Lethbridge, Canada",Ife,Nigeria,137.7,30,4.59,2006-02-14,High Value
439,Alexander Fennell,alexander.fennell@sakilacustomer.org,1,"Woodridge, Australia",Bergamo,Italy,137.67,36,4.17,2005-08-23,High Value
558,Jimmie Eggleston,jimmie.eggleston@sakilacustomer.org,0,"Lethbridge, Canada",Wroclaw,Poland,135.72,28,4.85,2005-08-21,High Value
494,Ramon Choate,ramon.choate@sakilacustomer.org,1,"Woodridge, Australia",Robamba,Ecuador,135.7,31,4.52,2005-08-22,High Value
576,Morris Mccarter,morris.mccarter@sakilacustomer.org,1,"Woodridge, Australia",Fengshan,Taiwan,135.68,34,4.24,2006-02-14,High Value
591,Kent Arsenault,kent.arsenault@sakilacustomer.org,1,"Lethbridge, Canada",Juiz de Fora,Brazil,134.73,27,4.99,2005-08-20,High Value
467,Alvin Deloach,alvin.deloach@sakilacustomer.org,1,"Woodridge, Australia",Cuauhtmoc,Mexico,134.72,29,4.81,2005-08-23,High Value
479,Zachary Hite,zachary.hite@sakilacustomer.org,1,"Lethbridge, Canada",Akron,United States,134.71,31,4.65,2006-02-14,High Value
120,Sylvia Ortiz,sylvia.ortiz@sakilacustomer.org,1,"Woodridge, Australia",Dos Quebradas,Colombia,134.7,32,4.49,2006-02-14,High Value
210,Ella Oliver,ella.oliver@sakilacustomer.org,1,"Woodridge, Australia",Aden,Yemen,134.7,31,4.49,2005-08-23,High Value
204,Rosemary Schmidt,rosemary.schmidt@sakilacustomer.org,1,"Lethbridge, Canada",Usak,Turkey,134.69,35,4.34,2005-08-22,High Value
15,Helen Harris,helen.harris@sakilacustomer.org,1,"Lethbridge, Canada",Bhopal,India,134.68,32,4.21,2006-02-14,Medium Value
5,Elizabeth Brown,elizabeth.brown@sakilacustomer.org,1,"Lethbridge, Canada",Nantou,Taiwan,134.65,38,3.85,2006-02-14,Medium Value
349,Joe Gilliland,joe.gilliland@sakilacustomer.org,1,"Woodridge, Australia",Imus,Philippines,133.72,29,4.78,2006-02-14,Medium Value
404,Stanley Scroggins,stanley.scroggins@sakilacustomer.org,1,"Woodridge, Australia",Omiya,Japan,133.71,30,4.61,2005-08-22,Medium Value
172,Bernice Willis,bernice.willis@sakilacustomer.org,1,"Lethbridge, Canada",Batman,Turkey,133.7,33,4.46,2005-08-23,Medium Value
197,Sue Peters,sue.peters@sakilacustomer.org,1,"Woodridge, Australia",Changzhou,China,133.68,40,4.18,2005-08-23,Medium Value
265,Jennie Terry,jennie.terry@sakilacustomer.org,1,"Woodridge, Australia",Olomouc,Czech Republic,132.72,29,4.74,2005-08-22,Medium Value
533,Jessie Milam,jessie.milam@sakilacustomer.org,1,"Lethbridge, Canada",Binzhou,China,132.7,33,4.42,2006-02-14,Medium Value
380,Russell Brinson,russell.brinson@sakilacustomer.org,1,"Lethbridge, Canada",Tychy,Poland,132.65,36,3.79,2005-08-23,Medium Value
472,Greg Robins,greg.robins@sakilacustomer.org,1,"Lethbridge, Canada",Nam Dinh,Vietnam,131.74,30,5.07,2006-02-14,Medium Value
13,Karen Jackson,karen.jackson@sakilacustomer.org,1,"Woodridge, Australia",Osmaniye,Turkey,131.73,27,4.88,2005-08-22,Medium Value
125,Ethel Webb,ethel.webb@sakilacustomer.org,1,"Lethbridge, Canada",Boksburg,South Africa,131.69,32,4.25,2005-08-22,Medium Value
46,Catherine Campbell,catherine.campbell@sakilacustomer.org,1,"Woodridge, Australia",Moscow,Russian Federation,131.69,34,4.25,2005-08-23,Medium Value
3,Linda Williams,linda.williams@sakilacustomer.org,1,"Lethbridge, Canada",Athenai,Greece,130.76,26,5.45,2005-08-23,Medium Value
7,Maria Miller,maria.miller@sakilacustomer.org,1,"Lethbridge, Canada",Kragujevac,Yugoslavia,130.72,33,4.67,2005-08-21,Medium Value
273,Priscilla Lowe,priscilla.lowe@sakilacustomer.org,1,"Woodridge, Australia",Salamanca,Mexico,130.72,35,4.67,2005-08-23,Medium Value
502,Brett Cornwell,brett.cornwell@sakilacustomer.org,1,"Lethbridge, Canada",Siliguri (Shiliguri),India,130.7,34,4.36,2005-08-23,Medium Value
566,Casey Mena,casey.mena@sakilacustomer.org,1,"Lethbridge, Canada",Tokat,Turkey,130.68,34,4.08,2005-08-21,Medium Value
342,Harold Martino,harold.martino@sakilacustomer.org,1,"Lethbridge, Canada",Boa Vista,Brazil,130.68,32,4.08,2005-08-23,Medium Value
112,Rosa Reynolds,rosa.reynolds@sakilacustomer.org,1,"Woodridge, Australia",Lancaster,United States,129.72,30,4.63,2005-08-23,Medium Value
560,Jordan Archuleta,jordan.archuleta@sakilacustomer.org,1,"Lethbridge, Canada",Avellaneda,Argentina,129.71,30,4.47,2006-02-14,Medium Value
102,Crystal Ford,crystal.ford@sakilacustomer.org,1,"Lethbridge, Canada",Ashdod,Israel,129.7,33,4.32,2005-08-23,Medium Value
168,Regina Berry,regina.berry@sakilacustomer.org,1,"Lethbridge, Canada",Jinchang,China,129.68,34,4.05,2006-02-14,Medium Value
484,Roberto Vu,roberto.vu@sakilacustomer.org,1,"Lethbridge, Canada",Yinchuan,China,128.73,30,4.77,2005-08-23,Medium Value
103,Gladys Hamilton,gladys.hamilton@sakilacustomer.org,1,"Lethbridge, Canada",Ilorin,Nigeria,128.71,31,4.44,2005-08-23,Medium Value
242,Glenda Frazier,glenda.frazier@sakilacustomer.org,1,"Lethbridge, Canada",Qinhuangdao,China,128.71,32,4.44,2005-08-22,Medium Value
84,Sara Perry,sara.perry@sakilacustomer.org,1,"Woodridge, Australia",Atlixco,Mexico,128.7,33,4.29,2005-08-22,Medium Value
196,Alma Austin,alma.austin@sakilacustomer.org,1,"Lethbridge, Canada",Mannheim,Germany,128.69,35,4.15,2005-08-23,Medium Value
448,Miguel Betancourt,miguel.betancourt@sakilacustomer.org,1,"Lethbridge, Canada",Erlangen,Germany,127.73,29,4.73,2006-02-14,Medium Value
221,Bessie Morrison,bessie.morrison@sakilacustomer.org,1,"Lethbridge, Canada",Syrakusa,Italy,127.73,28,4.73,2005-08-22,Medium Value
520,Mitchell Westmoreland,mitchell.westmoreland@sakilacustomer.org,1,"Woodridge, Australia",Nha Trang,Vietnam,127.69,32,4.12,2005-08-23,Medium Value
141,Debbie Reyes,debbie.reyes@sakilacustomer.org,1,"Lethbridge, Canada",Fukuyama,Japan,127.69,32,4.12,2005-08-23,Medium Value
38,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,1,"Lethbridge, Canada",Chisinau,Moldova,127.66,34,3.75,2005-08-23,Medium Value
200,Jeanne Lawson,jeanne.lawson@sakilacustomer.org,1,"Woodridge, Australia",Ashgabat,Turkmenistan,126.74,27,4.87,2006-02-14,Medium Value
436,Troy Quigley,troy.quigley@sakilacustomer.org,1,"Lethbridge, Canada",Vancouver,Canada,126.73,30,4.69,2005-08-23,Medium Value
206,Terri Vasquez,terri.vasquez@sakilacustomer.org,1,"Lethbridge, Canada",Blumenau,Brazil,126.73,27,4.69,2005-08-23,Medium Value
146,Jamie Rice,jamie.rice@sakilacustomer.org,1,"Lethbridge, Canada",Sterling Heights,United States,126.73,29,4.69,2005-08-23,Medium Value
108,Tracy Cole,tracy.cole@sakilacustomer.org,1,"Lethbridge, Canada",Huixquilucan,Mexico,126.72,30,4.53,2006-02-14,Medium Value
114,Grace Ellis,grace.ellis@sakilacustomer.org,1,"Woodridge, Australia",Duisburg,Germany,126.7,33,4.22,2006-02-14,Medium Value
482,Maurice Crawley,maurice.crawley@sakilacustomer.org,0,"Lethbridge, Canada",Coatzacoalcos,Mexico,125.74,29,4.84,2005-08-23,Medium Value
426,Bradley Motley,bradley.motley@sakilacustomer.org,1,"Lethbridge, Canada",Purnea (Purnia),India,125.74,27,4.84,2005-08-22,Medium Value
295,Daisy Bates,daisy.bates@sakilacustomer.org,1,"Lethbridge, Canada",Kolpino,Russian Federation,125.72,38,4.49,2006-02-14,Medium Value
147,Joanne Robertson,joanne.robertson@sakilacustomer.org,1,"Woodridge, Australia",Urawa,Japan,125.68,34,3.93,2005-08-23,Medium Value
354,Justin Ngo,justin.ngo@sakilacustomer.org,1,"Woodridge, Australia",Santo Andr,Brazil,125.67,36,3.81,2006-02-14,Medium Value
45,Janet Phillips,janet.phillips@sakilacustomer.org,1,"Lethbridge, Canada",Antofagasta,Chile,124.74,27,4.8,2005-08-23,Medium Value
89,Julia Flores,julia.flores@sakilacustomer.org,1,"Lethbridge, Canada",La Plata,Argentina,124.71,32,4.3,2005-08-23,Medium Value
198,Elsie Kelley,elsie.kelley@sakilacustomer.org,1,"Woodridge, Australia",Ikerre,Nigeria,124.68,37,3.9,2005-08-23,Medium Value
129,Carrie Porter,carrie.porter@sakilacustomer.org,1,"Lethbridge, Canada",Liaocheng,China,124.66,34,3.67,2005-08-22,Medium Value
300,John Farnsworth,john.farnsworth@sakilacustomer.org,1,"Lethbridge, Canada",Parbhani,India,123.74,31,4.76,2006-02-14,Medium Value
2,Patricia Johnson,patricia.johnson@sakilacustomer.org,1,"Lethbridge, Canada",San Bernardino,United States,123.74,27,4.76,2005-08-23,Medium Value
506,Leslie Seward,leslie.seward@sakilacustomer.org,1,"Woodridge, Australia",Pontianak,Indonesia,123.72,35,4.42,2005-08-23,Medium Value
371,Billy Poulin,billy.poulin@sakilacustomer.org,1,"Lethbridge, Canada",Cabuyao,Philippines,123.71,35,4.27,2005-08-23,Medium Value
27,Shirley Allen,shirley.allen@sakilacustomer.org,1,"Woodridge, Australia",Davao,Philippines,123.7,31,4.12,2005-08-22,Medium Value
51,Alice Stewart,alice.stewart@sakilacustomer.org,1,"Lethbridge, Canada",Fontana,United States,123.7,33,4.12,2005-08-22,Medium Value
30,Melissa King,melissa.king@sakilacustomer.org,1,"Lethbridge, Canada",Lungtan,Taiwan,123.66,34,3.64,2005-08-23,Medium Value
434,Eddie Tomlin,eddie.tomlin@sakilacustomer.org,1,"Lethbridge, Canada",Ozamis,Philippines,122.74,27,4.72,2005-08-22,Medium Value
92,Tina Simmons,tina.simmons@sakilacustomer.org,1,"Woodridge, Australia",Goinia,Brazil,122.74,28,4.72,2005-08-22,Medium Value
535,Javier Elrod,javier.elrod@sakilacustomer.org,1,"Lethbridge, Canada",NDjamna,Chad,122.72,32,4.38,2005-08-23,Medium Value
163,Cathy Spencer,cathy.spencer@sakilacustomer.org,1,"Lethbridge, Canada",Kakamigahara,Japan,122.71,29,4.23,2006-02-14,Medium Value
244,Viola Hanson,viola.hanson@sakilacustomer.org,1,"Woodridge, Australia",Lapu-Lapu,Philippines,122.7,32,4.09,2006-02-14,Medium Value
473,Jorge Olivares,jorge.olivares@sakilacustomer.org,1,"Woodridge, Australia",Lhokseumawe,Indonesia,122.69,34,3.96,2005-08-23,Medium Value
508,Milton Howland,milton.howland@sakilacustomer.org,1,"Woodridge, Australia",Vijayawada,India,121.77,25,5.29,2006-02-14,Medium Value
166,Lynn Payne,lynn.payne@sakilacustomer.org,1,"Lethbridge, Canada",Lilongwe,Malawi,121.73,28,4.51,2005-08-23,Medium Value
497,Gilbert Sledge,gilbert.sledge@sakilacustomer.org,1,"Woodridge, Australia",York,United Kingdom,121.73,28,4.51,2006-02-14,Medium Value
451,Jim Rea,jim.rea@sakilacustomer.org,1,"Lethbridge, Canada",El Fuerte,Mexico,121.7,33,4.06,2005-08-23,Medium Value
438,Barry Lovelace,barry.lovelace@sakilacustomer.org,1,"Lethbridge, Canada",Kitwe,Zambia,121.7,33,4.06,2006-02-14,Medium Value
406,Nathan Runyon,nathan.runyon@sakilacustomer.org,0,"Lethbridge, Canada",Charlotte Amalie,"Virgin Islands, U.S.",121.69,32,3.93,2005-08-21,Medium Value
491,Rick Mattox,rick.mattox@sakilacustomer.org,1,"Woodridge, Australia",Mit Ghamr,Egypt,120.75,27,4.83,2005-08-23,Medium Value
179,Dana Hart,dana.hart@sakilacustomer.org,1,"Lethbridge, Canada",Kirovo-Tepetsk,Russian Federation,120.74,29,4.64,2005-08-23,Medium Value
423,Alfred Casillas,alfred.casillas@sakilacustomer.org,1,"Woodridge, Australia",Sawhaj,Egypt,120.74,26,4.64,2005-08-23,Medium Value
499,Marc Outlaw,marc.outlaw@sakilacustomer.org,1,"Woodridge, Australia",Brindisi,Italy,120.71,30,4.16,2005-08-23,Medium Value
122,Thelma Murray,thelma.murray@sakilacustomer.org,1,"Lethbridge, Canada",Lima,Peru,120.7,32,4.02,2005-08-21,Medium Value
59,Cheryl Murphy,cheryl.murphy@sakilacustomer.org,1,"Lethbridge, Canada",Mysore,India,119.76,27,4.99,2005-08-23,Medium Value
389,Alan Kahn,alan.kahn@sakilacustomer.org,1,"Lethbridge, Canada",Emeishan,China,119.75,26,4.79,2005-08-23,Medium Value
487,Hector Poindexter,hector.poindexter@sakilacustomer.org,1,"Woodridge, Australia",Pjatigorsk,Russian Federation,119.74,26,4.61,2005-08-23,Medium Value
306,Charles Kowalski,charles.kowalski@sakilacustomer.org,1,"Lethbridge, Canada",Sungai Petani,Malaysia,119.72,32,4.28,2005-08-23,Medium Value
207,Gertrude Castillo,gertrude.castillo@sakilacustomer.org,1,"Lethbridge, Canada",Nuuk,Greenland,119.72,34,4.28,2005-08-23,Medium Value
82,Kathryn Coleman,kathryn.coleman@sakilacustomer.org,1,"Lethbridge, Canada",Simferopol,Ukraine,118.76,26,4.95,2005-08-23,Medium Value
589,Tracy Herrmann,tracy.herrmann@sakilacustomer.org,1,"Lethbridge, Canada",Loja,Ecuador,118.75,28,4.75,2005-08-23,Medium Value
41,Stephanie Mitchell,stephanie.mitchell@sakilacustomer.org,1,"Lethbridge, Canada",Yerevan,Armenia,118.75,25,4.75,2006-02-14,Medium Value
565,Jaime Nettles,jaime.nettles@sakilacustomer.org,1,"Woodridge, Australia",Hunuco,Peru,118.73,29,4.4,2005-08-23,Medium Value
35,Virginia Green,virginia.green@sakilacustomer.org,1,"Woodridge, Australia",Toulouse,France,118.7,32,3.96,2005-08-21,Medium Value
128,Marjorie Tucker,marjorie.tucker@sakilacustomer.org,1,"Lethbridge, Canada",Jastrzebie-Zdrj,Poland,118.7,32,3.96,2005-08-23,Medium Value
230,Joy George,joy.george@sakilacustomer.org,1,"Woodridge, Australia",Botosani,Romania,118.69,33,3.83,2005-08-21,Medium Value
583,Marshall Thorn,marshall.thorn@sakilacustomer.org,1,"Lethbridge, Canada",Southampton,United Kingdom,117.77,23,5.12,2005-08-21,Medium Value
285,Miriam Mckinney,miriam.mckinney@sakilacustomer.org,1,"Lethbridge, Canada",Otsu,Japan,117.77,26,5.12,2005-08-23,Medium Value
585,Perry Swafford,perry.swafford@sakilacustomer.org,1,"Lethbridge, Canada",Quilmes,Argentina,117.76,24,4.91,2006-02-14,Medium Value
504,Nathaniel Adam,nathaniel.adam@sakilacustomer.org,1,"Lethbridge, Canada",Joliet,United States,117.75,28,4.71,2005-08-23,Medium Value
421,Lee Hawks,lee.hawks@sakilacustomer.org,1,"Lethbridge, Canada",Pudukkottai,India,117.75,27,4.71,2006-02-14,Medium Value
573,Byron Box,byron.box@sakilacustomer.org,1,"Lethbridge, Canada",Zhezqazghan,Kazakstan,117.72,29,4.2,2005-08-19,Medium Value
49,Joyce Edwards,joyce.edwards@sakilacustomer.org,1,"Woodridge, Australia",Jedda,Saudi Arabia,116.76,28,4.87,2005-08-21,Medium Value
149,Valerie Black,valerie.black@sakilacustomer.org,1,"Lethbridge, Canada",Brockton,United States,116.75,26,4.67,2005-08-23,Medium Value
253,Terry Carlson,terry.carlson@sakilacustomer.org,1,"Lethbridge, Canada",Miyakonojo,Japan,116.74,29,4.49,2005-08-22,Medium Value
274,Naomi Jennings,naomi.jennings@sakilacustomer.org,1,"Lethbridge, Canada",Karnal,India,116.73,35,4.32,2006-02-14,Medium Value
263,Hilda Hopkins,hilda.hopkins@sakilacustomer.org,1,"Lethbridge, Canada",Mandaluyong,Philippines,116.73,29,4.32,2006-02-14,Medium Value
71,Kathy James,kathy.james@sakilacustomer.org,1,"Lethbridge, Canada",Baybay,Philippines,116.72,30,4.17,2005-08-23,Medium Value
356,Gerald Fultz,gerald.fultz@sakilacustomer.org,1,"Woodridge, Australia",Satna,India,116.71,30,4.02,2005-08-23,Medium Value
512,Cecil Vines,cecil.vines@sakilacustomer.org,1,"Lethbridge, Canada",London,United Kingdom,115.74,26,4.45,2006-02-14,Medium Value
56,Gloria Cook,gloria.cook@sakilacustomer.org,1,"Lethbridge, Canada",Papeete,French Polynesia,115.74,30,4.45,2006-02-14,Medium Value
529,Erik Guillen,erik.guillen@sakilacustomer.org,1,"Woodridge, Australia",Bhimavaram,India,115.72,29,4.13,2005-08-22,Medium Value
393,Philip Causey,philip.causey@sakilacustomer.org,1,"Lethbridge, Canada",Korolev,Russian Federation,115.71,31,3.99,2005-08-23,Medium Value
158,Veronica Stone,veronica.stone@sakilacustomer.org,1,"Lethbridge, Canada",Greensboro,United States,115.7,32,3.86,2005-08-23,Medium Value
279,Dianne Shelton,dianne.shelton@sakilacustomer.org,1,"Woodridge, Australia",Tabriz,Iran,114.76,31,4.78,2006-02-14,Medium Value
54,Teresa Rogers,teresa.rogers@sakilacustomer.org,1,"Lethbridge, Canada",Iwakuni,Japan,114.74,29,4.41,2005-08-23,Medium Value
584,Salvador Teel,salvador.teel@sakilacustomer.org,1,"Woodridge, Australia",Banjul,Gambia,114.73,30,4.25,2005-08-23,Medium Value
262,Patsy Davidson,patsy.davidson@sakilacustomer.org,1,"Woodridge, Australia",Portoviejo,Ecuador,114.73,28,4.25,2005-08-23,Medium Value
107,Florence Woods,florence.woods@sakilacustomer.org,1,"Lethbridge, Canada",Merlo,Argentina,114.72,30,4.1,2006-02-14,Medium Value
388,Craig Morrell,craig.morrell@sakilacustomer.org,1,"Woodridge, Australia",Cavite,Philippines,114.72,30,4.1,2006-02-14,Medium Value
1,Mary Smith,mary.smith@sakilacustomer.org,1,"Lethbridge, Canada",Sasebo,Japan,114.7,32,3.82,2005-08-22,Medium Value
433,Don Bone,don.bone@sakilacustomer.org,1,"Lethbridge, Canada",Naala-Porto,Mozambique,113.77,25,4.95,2005-08-23,Medium Value
309,Christopher Greco,christopher.greco@sakilacustomer.org,1,"Lethbridge, Canada",Brescia,Italy,113.75,31,4.55,2005-08-22,Medium Value
302,Michael Silverman,michael.silverman@sakilacustomer.org,1,"Lethbridge, Canada",Tiefa,China,113.74,29,4.37,2005-08-23,Medium Value
266,Nora Herrera,nora.herrera@sakilacustomer.org,1,"Woodridge, Australia",Salzburg,Austria,113.74,28,4.37,2005-08-22,Medium Value
139,Amber Dixon,amber.dixon@sakilacustomer.org,1,"Lethbridge, Canada",Touliu,Taiwan,113.73,27,4.21,2005-08-23,Medium Value
569,Dave Gardiner,dave.gardiner@sakilacustomer.org,1,"Woodridge, Australia",Leshan,China,113.73,32,4.21,2005-08-23,Medium Value
416,Jeffery Pinson,jeffery.pinson@sakilacustomer.org,1,"Woodridge, Australia",Dadu,Pakistan,113.72,31,4.06,2005-08-23,Medium Value
314,George Linton,george.linton@sakilacustomer.org,1,"Lethbridge, Canada",Sorocaba,Brazil,113.71,33,3.92,2005-08-23,Medium Value
260,Christy Vargas,christy.vargas@sakilacustomer.org,1,"Lethbridge, Canada",Datong,China,113.7,31,3.79,2005-08-21,Medium Value
540,Tyrone Asher,tyrone.asher@sakilacustomer.org,1,"Lethbridge, Canada",Ruse,Bulgaria,112.76,24,4.7,2005-08-23,Medium Value
582,Andy Vanhorn,andy.vanhorn@sakilacustomer.org,1,"Woodridge, Australia",Huejutla de Reyes,Mexico,112.76,25,4.7,2006-02-14,Medium Value
63,Ashley Richardson,ashley.richardson@sakilacustomer.org,1,"Lethbridge, Canada",Lincoln,United States,112.75,25,4.51,2005-08-22,Medium Value
32,Amy Lopez,amy.lopez@sakilacustomer.org,1,"Lethbridge, Canada",Jhansi,India,112.74,29,4.34,2005-08-21,Medium Value
131,Monica Hicks,monica.hicks@sakilacustomer.org,1,"Woodridge, Australia",Mukateve,Ukraine,112.73,30,4.18,2005-08-23,Medium Value
485,Clyde Tobias,clyde.tobias@sakilacustomer.org,1,"Lethbridge, Canada",Shaoguan,China,112.72,29,4.03,2005-08-19,Medium Value
453,Calvin Martel,calvin.martel@sakilacustomer.org,1,"Lethbridge, Canada",Maracabo,Venezuela,111.77,23,4.86,2005-08-23,Medium Value
